text
사람 새끼가 아니다. 자국민은 총맞아서 죽었는데 북한 김돼지를 빨고있으니 .정말 이해할수가 없네
노 무현 재단 해산하라
김정은이 똑똑하고 개방정책으로 미국과 수교해서 발전시키려한다고 생각해주자 근데 지금 계몽군주란 말을 쓸때는 아니지않니 우리 국민이 국제법에 맞지도않게 잔인하게 죽임을 당했는데? 이 문빠새리들은 진보도 민주도 아냐. 그냥 자기 패거리들 계속 해먹기에만 혈안이된 정신병자들이지
진짜 심각하다 유시민
니 자식 죽이고 미안하다 하면 계몽시민이다
더불어민주당은 햐... 답이 없다!자국민이 살해당해도 공격당해도 사과한마디에 진전이 있었다라는 망발! 새대가리같다!
유시민 때문에 노무현대통령도 싫어지려 한다. 제발 노대통령 얼굴에 먹칠 그만하고 떠나라. 노무현정신은 그런게 아니다ㅜ
"유시민씨, 피해자가 우습나요? 짓밟혀도 되나요? 가해자 편들때 피해자와 그 가족 심정은 생각 안해보셨나요? 박원순 사건도 이번 사건도 당신은 철저히 가해자 편이군요."
총으로 쏘고 불태워 잔인하게 죽였는데 사과했다고 계몽군주 라고 얘기하는 미친세상 진짜 엮겹다
"참...정치판에 진짜 제대로 된 인간이 단 한명도 없다는게 개탄스럽다. 이양반도 그나마 좋게 생각했었는데 어떻게 저런말을 서슴없이하지? 대한민국의 주적 우두머리 개정은이를 옹호하는것도 아니고 계몽군주라고 찬사에 가까운 평가를 하다니... 한쪽은 친북,친중하고 다른 한쪽은 친일,극우주의고...진짜 나라가 미쳤구나"
김정은을 군주라고 인정하는 것이 주체사상이란다. 이런 운동권을 주사파라고 하지. 유시민은 스스로 주사파라고 떠들고 다니는 구나.
니 아들이 죽어도 김정은에 감사할꺼냐 국민을 뭐라생각하는거냐
유촉새를 똑같이 총살하고 불에태운다음 미안하다고 사과하면 되겠네.니가족이 그런일 당해도 그딴소리가 나오는지 당해봤으면 좋겠다.
완벽한개.빨갱이유시민
유시민이 당신 대한민국 떠나시오...개몽군주 김정은이 에게 가시오 아무도 당신 간다고 말리는 사람 없소 당신 가족이 저렇게 되도 개몽군주란 🐕 소리 알수 있소 당신은 대한민국의 국민 자격이 있다 생각 하시오??
이런 자를 따르는 자들은 뮐까?대가리 속에 뭐가 들었는지. 다들?
"계몽군주 운운하는 순간, 유시민에 대한 최소한의 존중도 끝났다. 저런 자가 노통의 측근으로 있었으니 노통이 그 지경이 되었겠지..."
김정은 은 고모부인 장성택을 총살하고 그 목을 잘라서 당간부들에게 전시하기도 했으며 이번 사건에서도 알 수 있듯이 저항하지 못하는 바다에 떠 있는 민간인을 그대로 총으로 사살하고 휘발유를 부어서 그냥 불태워 버렸습니다. 유시민씨가 칭송하는 계몽군주도 아닐 뿐더러 문재인 대통령님이 말하는 생명존중 사상이 투철한 지도자도 아닙니다. 정말 무슨 대깨문 종족에 둘러싸인 이상한 나라에 살고 있다는 생각이 요즘 자주 듭니다.
최소 10년간 민주당에서 대통령 나올 일은 없을듯..진짜 국민들이 ㄱㄷㅈ가 아닌 이상
계몽이 무슨뜻인줄 아냐?? 그리고 군주?? ㅋㅋ 민주주의가 최고라고 나불랑대는 놈이 군주?? ㅋㅋ 진짜 한국은 이런 놈이 지식인이요 권력층이지 ㅋㅋ 미래가 뻔하지 뭐 ㅋㅋ
문재인이 대통령 될 때는 말 다한가 아니었냐??
유시민!! 니 가족이 총살당해도 김정은 계몽군주라고 똑같이 말할수 있지? 김정은님! 유시민 아들놈도 총쏴서 불질러주세요. 계몽군주라고 칭송하잖습니까?
가족을 죽이 당해도 계몽군주란 말을 했을까?? 정말 뇌구조 의심스럽다~!
"한국인이 꿈꾸던 세상이 반일반미, 친북친중 아니었나?늬들이 즌라도를 뽑았잖아.. ㅋㅋㅋ빨갱이라고 선전하고 다니는 애들을 좋다고 뽑았잖아 ㅎㅎㅎ세월호만 보면서 ㅎㅎㅎ 세월호 진실은 아무도 모르는채.. ㅋㅋ 그냥 선동당해서 뽑았잖아..개돼지들아 ㅋㅋㅋ"
"썰전부터 유시민 팬이었는데, 지금보니 심하네요. 당신 가족 죽인사람이 사과하면 됩니까?"
유시민! 니 혀가 너의 무덤을 파는구나!
난 진짜 유시민 좋아했다 그리고 유시민이 이제부터 편파적으로 한쪽편만 들겠다는 말도 어느 정도 이해했지만 이건 해도 해도 너무 한거 아니냐 그냥 나가 죽어 그동안 방송에서 나와서 했던 말은 다머냐 진짜 해도해도 너무 한거 아니냐
죽음을 지켜보곤 젤 먼저 한것이 언론 통제고 그동안 고인 뒷조사를 해 월북으로 몰아거는 만행을 우리 정부와 군이 저질렀어요. 이 나라에 세금내고 군대가고 하는 의미가 있나요?!
그러지말고 북에가서 자리잡고 살아라! 여긴 니말 공감하는 사람없으니!
이젠 미쳐도 완전 미친 유촉세 북대변인???
사건을 특이한 방식으로 덮어버리네.. 대단 대단.. 50%의 일반 국민들은 홀딱 넘어갈듯..
"니 딸 ,이 총살되어도 주 둥이 그러냐 토라이"
여기서 이러지말고 좋아라하는 훌륭한지도자있는 북한가서 살아제발
유시민 완전 또 롸 이 ... 사람죽이고 미안하다고 하는 놈한테 감사하다고?
아니 이놈은 정체가 뭐여? 정치인이야? 언론인이야? 아 북한인인가?? 촉새같은게 필터링 없이 막 씨부리네 아무리 장식용 머가리지만 생각 좀 하자
이사건으로 보고 북한뿐아니라 다른나라에서도 한국국민의 목숨을 하찮게 여기게 될까봐 염려스럽다.
유시민씨...정신차려라
내래 이랄줄 알았우 문재인 동무는 내가 한마디 하면 바로 빤스벗고 춤을 출끼야내래 이래서 문동무를 좋아 한다그래
북한의 말한마디에 이리 황송해 하다니? 대한민국의 앞날을 너무나 어둡게 만드는 문정부!!
뇌가 썩어가는중이니깐 뭔소린들 못하겠나
유시민이 60세 넘으면 뇌가 썩는다고 본인이 직접 이야기 했는데.... 유시민 60세 넘음
북한찬양은 국가보안법 위반아님?내가 도대체 2년을 국가를 위해서 군대를 왜 갔는지를 모르거따 대한민국은 전세계 유일한 휴전국가로서 북한은 한국전쟁이후3천여회 이상의 국가도발로 위협하고 있으며 우리 군은 평시에 완전경계로 전쟁억제와 평화유지를 전시에는 목숨걸고반드시 싸워이기는게 우리군이다 우리적은 북한군과 노동당그리고 북한에 우호적인 세력들이며 북한주민은 우리가 포용해야하는 대상이다죽어라 정신교육했던 것들이다 군대 존재 이유자체부터정신교육내용도 다 바꿔라 대한민국 청춘들 왜 목숨걸고 나라지키는지 명심해라
그럼 당신이나 그 군주밑에 가서 살어!지금이 어느시댄데 군주타령이냐 정신가출한 인간아! 대한민국 국민을 뭘로보냐! 이런 뻘건 인간들아!
공산주의 삼대세습 하는 독재자를 저렇게까지 찬양하는 인간이 왜 아직까지 북한에 망명 안하냐? 넌 니가 그렇게도 찬양하는 북한으로 꺼저라.
진짜 세상이 미쳐돌아간다. 어떻게 대놓고 저래
계몽군주는 좀 아니지 않나요? 자국민이 죽었는데...당연히 사과하고 용서를 빌어야 마땅한 일에 계몽군주라는 말이 왜 나오나요?
이 시기에 왜 김정은 찬양같은 발언을 하시는지.. 계몽군주는 머야? 독재자 집안인데. 그렇게 비위 맞춰줘도 소용없습니다.
계몽군주?북한추천한다.
"문재인, 추미애, 유시민은 당장 가면을 벗고 월북하라"
그냥 북한가서 살면될껄 왜저렇게 사람들 세뇌선동질 하며 사는건지 모르겠네. 월북해라 유시민
너는 뺄개이
저거 동의하는 놈들은 느그 자식 북 괴뢰군한테 총 맞고 죽길 바란다
유시민이랑 김어준 한때는 총명했는데 시간이 지나니 골통으로 변하네요!
돈 주니 아무생각없이 더듬당 찍은 인간들이 문제지. 유시민이 문제가 아니지.
어떻게 저런말이 가능한지 이해가 안가는 분들이 많은데..지금은 좌파들이 나라를 완벽하게 장악했다는 자신감이 있음. 때문에 전에는 숨어서 혼자했던 생각들도 입밖으로 자신있게 내는것임. 그 배경에는 180석이라는 합법 의회독재가 가능하다는 자신감때문임. 얼마나 저런말 하고싶어서 입이 근질거렸을까? 야당이거나 여당이어도 간신히 몇석 더 많은 상태에서는 못했던게 180석 가지니까 막 튀어나오는거지..
"유시민은 지 가족 다 이끌고 계몽군주가 다스리는 북한으로 가면 되겠네. 아,,,,, 고정간첩이라 억지로 한국에 살고있는거냐?"
진짜 궁금한 게 있는데 진보층이라던 사람들 왜 북한 앓이 하는 지 이해가 안 된다
"유시민은 계몽군주 모시고 살아볼 생각은 없는지....월북해라. 제발, 북한가서 잘사는거보여준다면 북한 다시 바라보고 통일 그리워해줄게.그니까 북한가서 잘하는 썰도 풀고 알쓸신잡 예능도 하며 행복하게 살아라"
180석 표준 개되지들도 문제지 ㅋ
뭉가정권에 간첩들이 득실득실한다 정권교체가 시급하고 간첩들 모두 다 북으로 추방해야지 계몽군주 밑에서 살아보라고
유촉새 니가 북한가서 총맞아디지면 계몽군주라 인정해주지
니 가족이 총살당해 불타죽었어도 계몽군주라 쳐 말할거야??????????????? 우리나라 사람인거 뻔히 알고 무기도 없었는데 총살시켰다는건 우리나라를 물로 본거지 미국사람이었으면 과연 저럴수 있었을까? 이 모든건 이 나라의 국격을 바닥으로 쳐박아놓은 문죄인놈 때문이지
그런인간이 고모부도 죽였나?
유시민 북한에 보내라
"김정은은 2010년 11월 북한의 연평도 포격 도발을 떠올리며 ""정전 이후의 가장 통쾌한 싸움으로, 무도영웅방어대 군인들의 위훈은 우리 당 력사(역사)와 더불어 길이 전해갈 빛나는 군공""이라고 주장했다.---> 유시민의 계몽군주"
이 사람이 정말 지식인? 노무현 정신 왜곡된다.이사장직 물러나고 더이상 언론 앞에 서지도 말고 조용히 지내라. 2년 7년 후에 정권 바뀌면 교도소 갈수 있으니 조용히 좀 살아라. 정말 비상식이다.
살다살다 별 얘기를 다 듣는다... 게다가 대한민국 국민히 무참히 살해되고 시신까지 훼손했는데 미안해미안해 했다고 계몽군주???!!!! 어휴
계몽군주되기 참쉽네 ㅋㅋㅋ
김정은 우상화 ㅋㅋㅋ 여기가 북한이니? 연평도 포격도 권력 승계 과정에서 김정은 지시라던데 진짜 유시민 대가리에는 모가들었냐?
네 여기서 이러지들 마시고 님들은 다같이 손잡고 북으로 가세요. 왜 여기서 이러세요. 대한민국 사람들 열받게!
"최근들어 뇌가 가출하신듯, 김정근 계몽군주 옆으로 월북하시죠. 가서 잡학사전 평양편 찍으시죠"
북한은 지역간 이동금지에 철저한 상중하가 있는신분제와 언론의 자유가 없고 철저한 주민간에 감시 이르 말할수 없는 통제사회이고 완벽한 공산주의 독재 왕조국가 입니다
이 대목에서 욕해도 되죠? 야 이 이쁜놈야 이런 미촌곰이 대한민국에 존재한다는게 수치네 네 형제가 저리되도 이런 말을 할껴?
구속해라ㆍ 이적행위 한 작자다
저 미친 똘아니 니도 큰집 갈날 얼마 남지않았제 가거든 배신의 아이콘의 대명사 류씨 싸고리 다 이실직고하자 야이 배신자 류우씨야
"진짜 미친거구나. 3대 세습해서 권력을 독점해 이양하는 왕조국가. 백번 양보해 그 왕조국가의 절대권력을 백성들이 경제적으로 넉넉하고 자유를 만끽하고 살 도록 하는 자도 아니고. 자기의 권력을 유지시켜주는 사람들만 자자손손 평양에 인구의 5%정도만 제한된 자유를 누리게 하고 나머지 95%는 여행의 자유도,직업선택의 자유도,어느 동네에 살고자하는 거주의 자유도 없는 지옥같은 나라가 북한아니냐?북한사람이 평양 평생 가보지도 못하고 죽는 사람이 태반이고 유럽여행,하와이,뉴욕,다낭,하노이 이런데 가볼 꿈도 못꾸는 지옥같은 나라인데 계몽군주?"
전에 김홍신이 누군가의 입을 공업용 미싱으로 박아 버리고 싶다고 했는데 그 심정 이해한다. 북한은 공화국인데 니 혼자 빨갱이 세습 악질 독재자를 왕으로 모시고 있었냐? 늙으면 죽는데 나한텐 가능한 한 빨리 죽어 줬으면 하는 인간들이 몇 있다
외부의 적보다 내부의적이 더 위험함...
계몽군주라니.. 진짜 어이가 없어서 화도 안난다..
지금시대 3대가 독재 권력세습하는 집단인데... 이게 중세시대 왕정국가도 아니고 ㅠㅠㅠ 빨갱이 눈에는 빨갱이 밖에 안보이는구나...
당신의 국적은 어디입니까?
ㅋㅋ 문재인정권... 갈따까지 가는구만..잘한다. 실체가 드러난다. 너희는 끝이다.
생긴거부터 존나 싫다
유시민씨는 언어 창조자 어떤 상황이던 남이사 어찌 되던 햇갈리는 언어를 만들어서 좀 있어보이려는 아주 저질 인사네요
저인간도 문씨 다음으로 꼴보기싫은ㅡㅡ
유시민 그만좀 봤으면ᆢ
계몽군주라니ㅋㅋㅋ듣다가 내 귀를 의심했다. 뭔얘기가 하고 싶은지는 알겠으나 가도 너무 갔다. 김정은한테 아부 떨어서 종전선언 하고 봐라 평화로운 한반도는 우리가 만들었다 의기양양하고 싶은 명예욕에 휩싸여 똥인지 된장인지 구분도 못하는 인간들이다 한평생을 책이나 보면서 이상에 사로잡혀 살았으니 현실 파악이 되겠나
저사람은 웃긴게 군사정권때 고생해놓고 군사정권보다 더한 독재정권을 찬양함. 인지부조화 어휴.
유는 치매냐? 아니면 아이큐 문제냐? 아니면 정신질환 있냐? 많은 사람들이 궁금해 한다!!!
참 안타깝다.. 지식인이라는 사람들이 합리적인 비판정신은 온데간데 찾아볼수없는 모습으로 자기가 좋아하는 집단과 세력을 지지한다... 북한이냐 일본이냐에 따라 대척점인마냥 비난하는 사람과 찬양하는 사람이 나뉜다. 이 나라에는 진정으로 대한민국 이 나라 생각하는 지식인은 없고 오직 김정은의 안위 혹은 일본극우의 눈치만 살핀다. 그러면서 본인들은 지식인인 마냥 우매한 민중들을 교육하고 이끈다고 생각하고있겠지. 김정은이 계몽군주라는 소리는 아베에게 노벨평화상 줘야한다는 소리랑 동급의 말이다.
유시민까지 왜 미쳐가니 북한은 대한민국 주적이다
유시민을 계몽군주의 품으로 보냅시다~
북한은 이사람을 어떻게 정치적으로 이용해먹을지 짱구를 굴렸다. 무려 6시간동안. 그리고 나온 상부의 지시가 사살후 소각이었다. 이게 군부의 판단이라고? 김정은이 사과를 해?
한때 이사람을 좋아한 내가 후회가된다
이렇게 공산당들이 판치는 나라가 되다니 국가보안법은 어떻게 된건가?
김정은이 직접사과 한것 본사람이 없는데~!~이것도 문재앙 소대가리 쑈쑈쑈~~!!!
말할것도 없이 간첩이네... .
이제는 대놓고 북한 찬양하네? 노무현재단이 아니라 김정은 재단이냐?
정권의 개가되어서 짓는 니모습을 한번 봐라~ 그게 사람사는건지 함 생각해봐라 ^^
봐봐.....더불어 공산당이자나...쟈들이말하는 민주주의는 인민민주주의다......내 위수김동 외칠때부터 빨갱이라 생각했었지.......맞자나 더불어 공산당!!
저는 진보 보수 둘 다 별로고 좋아하지.않습니다. 하지만 이번일은 진보 보수 상관없는... 아무 죄도 없는 사람이 죽었는데... 이 사람들은 자신의 가족이 총에 맞아 죽어도 저렇게 태연할까요?
지 딸래미 모가지 잘려도 저랄까
유시민도 방송으로 이미지세탁 거하게 해먹었지ㅋㅋㅋ 이제 정치 관심없다면서 정권바뀌니까 지원사격 개역겨움ㅋㅋㅋ얘들아 얼른 돈모아서 이민가라~
공해
뇌물현의 후예들 대한민국 암덩어리
미쳐도 단단히 미쳤군. 우리 국민의 무고한 희생에는 전혀 관심도 없는 자가 그동안 사악한 혓바닥으로 인권을 들먹이고 흑세무민하면서 돈 벌어 쳐먹었구만.
방송에서 좋은 모습으로만 기억하고 있었는데 지금까지 다 이상한 논리로 현 정부 옹호하는데 바쁜 분이 되신 듯...
세계 최고 독재자에게 계몽군주라.. 어이쿠야 니 새끼가 그 총에 맞아 죽었어도 너는 그럴거 같다.. 보통 미쳤어야지 이건 완전 인간이 아니야
계몽이 뭔지 다시 공부해라...누가 봐도 김정은이 남측의 강력한 반발과 미국의 사태주시로 자기가 불리해지니까 말로만 사과한 것을 가지고 저걸 치켜세우네...계몽이 뭔지도 모르고 현실감각이 전혀 없는 듯...
다음 정권이 바뀌면 반드시 강력하게 국가보안법 적용해 이 쥐새끼같은 간첩놈을 사형시켜라
정말 북한의 대변인 유시민~~~이네~~ㅠㅠ
미쳐도 곱게 미쳐야지 진짜..
뇌가 얼마나 썩었으몀 저런 ㄱ 소리가 자연스레나오냐 역시 좌빨 나팔수 답네
전라도인들은 저런인간 좋아하는데 그래도 뻘건게 아니라고?
김정은이가 계몽군주면 나는 링컨 대통령이다. 문제인이는 베네수엘라 망쳐놓은 차베스정도될까? 유시민이는 계몽군주 따까리하는 부랄(중심)없는 내시가 딱이다.
종북주의자들은 제발 그냥 북으로 가라 왜 여기있는거냐?
김정은이 계몽군주? 유시민 정말 진짜로 무슨 생각으로 이런 말을 한 것인가...? 진짜 계몽군주라면 빨리 남한하고 그냥 통일하자고 이야기 해야지... 아무런 생각없이 지가 하고 싶은데로 하고 사는 놈이 무슨 계몽군주냐? 북한이 김정은 지도하에 뭐 나아진 게 있냐? 더 안좋아 졌지... 난 왜 김정은이 아직도 살아 있는 지 그걸 모르겠다. 정말 그 밑에서 피 빨아 먹는 놈들이 오지게 많은 거 같다. 진심으로.
이새끼 이제 정치평가 안한다 안했었나? 아직 정치판에서 빌어먹고 사냐? 고정간첩새끼...ㅉㅉ
검찰은 뭐하는 겁니까? 자기 계좌 털었다고 헛소리 하던 사람 무고죄로 안 넣고~~ 개그맨으로 남겨두시는 겁니까? 아~~ 추~~ 때문인가?
유시민 감정평가 시급하다
나라가 망해가네..촉새 주둥이에서 또 멍멍소리 하고있네....무현님은 뭐하나 않잡아가고...
실망 대 실망. 정으니가 타임지에 오를만큼 위대한지도 모르겠다. 뒷통수 한두번 맞은것도 아니고 얼마짜리 사과인줄은 모르겠디만 미안하단 한마디에 전세계가 들썩이는 아이러니. 우리의 주적은 변함없다.
저시키 미../친../..새../.끼 아냐?
면상에 똥을 쳐바르고 싶네
저런 나약한 인간들은 김씨 왕조 밑에가서 노예로 살게 될 것이다. 철없는 것들~~
그래도 단지 생각이 다를뿐 나쁜사람은 아니라고 생각했는데 나쁜사람이였군요사람이 죽었는데 살인자를 치켜세우다니요.. 하물며그것도 자국민이 죽고 우리에 주적이 그 범인데..살인자와 피해자가 바뀌었어도 썩 좋아보이지않을 말을..
그냥 다 같이 손잡고 북한으로 가세요돼지 새끼 밑에서 하고 싶은거 다 하셈. 기가 차서 말도 안 나옴
요놈의 깨방정 주둥이좀다물고살어라
부디 대한민국 종북세력들 모두 응당한 처벌을 받길..
걍북에가서 살아라 유시민 니 월북하고싶은가본데 얼렁북으로 꺼져라
지금 남쪽 역대급 계몽군주 두고 북쪽 계몽군주 칭송하면 섭섭해 한다.
주디만띠면 개소리 이놈의주디 진짜
김정은을 상왕으로 여긴다는 걸 웅변적으로 표현한 것..
온 나라가 뿔갱이 천지네. 말세다 말세.
촉새 저 자슥은 아메바 수준이라 절대 못 깨우친다.
한심한 노친네
통일. 좋지. 근데 니네 대한민국 국민은 맞냐? 북한사람인것 같애~~어? 미치지않고는 이렇게 당당히 웃으며 북괴뢰를 옹호할순없지. 왜? 그마음으로 일본도용서해주고 박근혜 세월호때 몇시간 구조못하고 최순실 대필해서 발표자료쓴거 일도아니잖아~~ 걍 용서해주지 왜? OOO아 조선시대였음 니네 대역죄인으로 사지끊겨 죽는 사형받는짓꺼리야 이건 대역죄다. 북한을 옹호해도정도가있지. 그리좋으면 가라쫌 가서살어
개짖는소리
늙으면 이상해지는게 순리인가 보네
본인 사상의 근본을 온 국민에게 알려줘서 다행스럽다.
저들의 머리 속엔 도대체 뭐가 들어있나 궁금했는데 이 정도 일줄이야....
"주민들의 눈과 귀를 통제하고,혼자 설치고 다니면 계몽군준거냐? 늙음 죽어야지"
이 인간 좀 올리지 마라.
그럼 전두환도 계몽군주셨어요 ㅋㅋㅋ
대한민국 헌법제3조.. 대한민국의 영토는 한반도와 그 부속도서로 한다. ..유촉새는 불법점거 괴뢰집단을 국가 군주로 등으로 칭하며 국민들을 눈을가리고 호도 했으므로 명백한 실정법위반 괴뢰집단을 고무찬양 하였으므로 국가보안법 으로 사형에 처해야한다 ...
아니 빨갱이가 좋으면 거기 가서 살지 왜 여기서 난리야
정말 이 정도로 미쳐있을줄은 몰랐다. 자국민이 흔적도 없이 총살당하고 화혓시켜 버려졌는데 이런 미친 인간이 주둥아리를 확 찢 어 버리고 싶다
진짜 안보고싶다. 자기가 좋아하는나라로 갔으면
니가 왜 이리도 조용하나했다.가도 뭐라안할테니 월북해 제발.
아니 일본이 했다고 생각해봐 자위대가 우리 국민을 총으로 쏴죽인 상황에 일본총리가 미안해요~ 한마디 했다고 오오 참정치인 이라고 칭송하는게 정상임??? 이게 정상이냐고?????? 난 이 상황을 도저히 이해못하겠음 우리 국민이 총맞아 죽었는데 계몽군주 따위의 헛소리나 하는 이짓거리를 정말 이해 못하겠어...
누가 빨갱이인지..이번 사건으로 구분되는듯.유시민 넌 사람목숨은 안중에도 없지.
잠먼 자는 대통령 ㅋㅋㅋㅋㅋ
조선민주주의인민공화국 남조선대표부 대변인 유시민의 입장 표명문
노짱도 울고 피아제 시계도 울고 논두렁도 울었다
너희들도 계몽 국회의원들이야 ㅋㅋㅋ
뇌가 썩어서 제 정신이 아닌가보네요. 그냥 월북좀하세요.
제발 월북해라 왜 우리나라에서 간첩질이냐 국가보안법 다시 강화해라 이런 비열한 간첩 놈들이 판치는 나라는 곧 망한다.
북돼지의 충성스런개야 짖어봐라.. 훨훨훨..
제발 주둥아리닥치고 이만사라져 줄래
북으로 가지 왜 남한에서 간첩질이세요?
그리 존경하는 군주밑으로 들어가지 않고 뭐하고 있냐? 당장 북으로 가라 아무도 안 말린다. 빨리 가라니까?
벌써 노망들 나이가 됬나
유시민 진짜 미쳤네.. ㄷㄷㄷㄷ
유시민이 문제인가?? 노무현재단이 문제인가?? 궁금해짐???
소위 운동권이 었다는 새 끼들은 잘못 인정을 못해 리고 자기 편에게는 박하게 못하지 그리고는 이렇게 씨 부리지 그래도 이것은 쟁취했습니다. 씹 새 끼덜
"김정은은 폭군이다. 계몽군주같은소리하네. 이정부, 언론, 좌파단체들까지 전부 미쳐서 고인을 수만번은 모욕하고있다. 이게 민주주의 국가인가. 이런건 영화안나오나. 절대권력에 아부하는 간신배무리들, 국민의 생명은 안중에도없이 이 한심한 것들 ㄷㄷㄷ 진보주의자가 아니라 빨갱이 공산주의자잖아. 한국좌파 정체 다 드러나네 참.."
이 새기랑 김어준은 정신병자네.... 쯔쯔쯧
국민목숨을 얼마나 파리목숨으로 봤으면 김정은이 미안2번했다고 계몽군주라고 할 수가있는거냐 도대체ㅡㅡ
이건 그냥 단순하게 니펀 내편 논쟁이야. 현재 북괴는 휴전선을 사이에 둔 휴전국가야. 북괴 개정은 편을 들면은 사실 여기서 살면 안돼. 북괴로 쫓아내야해. 북괴는 설령 북괴가 좋아서 월북한 이도 총으로 쏴죽이고 그것도 모잘라서 병균 옮는다고 해상에서 소각시켜버렷어. 이런 국가를 빨아준다는것 자체가 사이코나 마찬가지지. 유촉새는 그냥 북괴로 쫓아내야 한다. 거기 가서도 한자리 맡고 잘 살거야. 유촉새. 북괴로 가라. 거기서 인생 마감해라. 개정은 수령 품으로 가라고.
유시민 너도끝낫넹 빠잉~~~~^^
미치셨나요?
그냥 북쪽으로가 인민으로 살아라 여기 물 흐리지말고
야유시민당신빨깽이자식이야그렇게김정은이가좋아그럼정은이한데가샹간나
유시민 꺼져라~~우리국민의 안전이최우선이다.쓰레기
대면하면 큰절 할 분위기?
정치안한다면서 먼말이 그리 많으신지...시끄러워죽겠네
이로서 서일병 구하기는 물건너 갔나???
노무현? 그 뇌물받고 뛰어내린 역대 최악 무능 대통령?
